"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"1555","MA","Public Policy",902,"6/27/12","6/30/12",6,0,"Live Phone","Registered Voters","Public Policy","2012",55,39,1555,1555
"1556","OH","Quinnipiac",1237,"6/27/12","6/30/12",15,0,"Live Phone","Registered Voters","Quinnipiac","2012",47,38,1556,1556
"1557","FL","Quinnipiac",1200,"6/27/12","6/30/12",14,0,"Live Phone","Registered Voters","Quinnipiac","2012",45,41,1557,1557
"1558","PA","Quinnipiac",1252,"6/27/12","6/30/12",16,0,"Live Phone","Registered Voters","Quinnipiac","2012",45,39,1558,1558
"1559","AZ","Rasmussen",500,"6/27/12","6/30/12",5,0,"Live Phone","Likely Voters","Rasmussen","2012",41,54,1559,1559
"1560","MI","NBC/Marist",1078,"6/28/12","7/1/12",10,0,"Live Phone","Registered Voters","NBC/Marist","2012",47,43,1560,1560
"1561","NC","NBC/Marist",1019,"6/28/12","7/1/12",10,0,"Live Phone","Registered Voters","NBC/Marist","2012",46,44,1561,1561
"1562","NH","NBC/Marist",1029,"6/28/12","7/1/12",10,0,"Live Phone","Registered Voters","NBC/Marist","2012",45,45,1562,1562
"1563","AL","Capital Survey Research Center",551,"6/29/12","7/2/12",12.3,0,"Live Phone","Registered Voters","Capital Survey Research Center","2012",36.4,51.3,1563,1563
"1564","--","Pew",2373,"6/28/12","7/3/12",2,4,"Live Phone","Likely Voters","Pew","2012",50,43,1564,1564
"1565","--","CNN/ORC",1390,"6/28/12","7/3/12",0,2,"Live Phone","Likely Voters","CNN/ORC","2012",49,46,1565,1565
"1566","--","PPP/Daily Kos & SEIU",1000,"6/28/12","7/3/12",2,4,"Live Phone","Likely Voters","PPP/Daily Kos & SEIU","2012",48,45,1566,1566
"1567","--","Newsweek/The Daily Beast",600,"6/28/12","7/3/12",2,6,"Live Phone","Likely Voters","Newsweek/The Daily Beast","2012",47,44,1567,1567
"1568","--","YouGov/The YouGov",1000,"6/30/12","7/5/12",2,6,"Live Phone","Likely Voters","YouGov/The YouGov","2012",47,43,1568,1568
"1569","FL","We Ask America",1127,"7/3/12","7/6/12",8.6,0,"Live Phone","Likely Voters","We Ask America","2012",46.1,45.3,1569,1569
"1570","--","Quinnipiac",2722,"7/1/12","7/6/12",2,6,"Live Phone","Likely Voters","Quinnipiac","2012",46,43,1570,1570
"1571","NC","Civitas",558,"7/3/12","7/6/12",5,0,"Live Phone","Registered Voters","Civitas","2012",45,50,1571,1571
"1572","CA","Field Research",848,"7/6/12","7/9/12",8,0,"Live Phone","Likely Voters","Field Research","2012",55,37,1572,1572
"1573","--","Reuters/Ipsos",885,"7/5/12","7/10/12",2,4,"Live Phone","Likely Voters","Reuters/Ipsos","2012",49,43,1573,1573
"1574","--","ABC News/Washington Post",1003,"7/5/12","7/10/12",0,4,"Live Phone","Likely Voters","ABC News/Washington Post","2012",47,47,1574,1574
"1575","--","Gallup ",3050,"7/5/12","7/10/12",2,6,"Live Phone","Likely Voters","Gallup ","2012",47,44,1575,1575
"1576","--","JZ Analytics/Washington Times",800,"7/6/12","7/11/12",4,10,"Live Phone","Likely Voters","JZ Analytics/Washington Times","2012",42,43,1576,1576
"1577","VA","Public Policy",647,"7/10/12","7/13/12",8,0,"Live Phone","Registered Voters","Public Policy","2012",50,42,1577,1577
"1578","NC","Public Policy",775,"7/10/12","7/13/12",7,0,"Live Phone","Registered Voters","Public Policy","2012",47,46,1578,1578
"1579","FL","Rasmussen",500,"7/10/12","7/13/12",9,0,"Live Phone","Likely Voters","Rasmussen","2012",45,46,1579,1579
"1580","NM","We Ask America",1295,"7/11/12","7/14/12",9,0,"Live Phone","Likely Voters","We Ask America","2012",51,40,1580,1580
"1581","WI","Marquette Univ. Law School",810,"7/11/12","7/14/12",6,0,"Live Phone","Likely Voters","Marquette Univ. Law School","2012",51,43,1581,1581
"1582","WI","Public Policy",1057,"7/11/12","7/14/12",6,0,"Live Phone","Registered Voters","Public Policy","2012",50,44,1582,1582
"1583","ME","Critical Insights",615,"7/11/12","7/14/12",16,0,"Live Phone","Registered Voters","Critical Insights","2012",49,35,1583,1583
"1584","--","McClatchy/Marist",849,"7/9/12","7/14/12",0,4,"Live Phone","Likely Voters","McClatchy/Marist","2012",48,46,1584,1584
"1585","PA","We Ask America",1227,"7/11/12","7/14/12",13,0,"Live Phone","Likely Voters","We Ask America","2012",47,40,1585,1585
"1586","--","Democracy Corps & Resurgent Republic/NPR",1000,"7/9/12","7/14/12",2,4,"Live Phone","Likely Voters","Democracy Corps & Resurgent Republic/NPR","2012",47,45,1586,1586
"1587","--","Rasmussen ",1500,"7/9/12","7/14/12",2,6,"Live Phone","Likely Voters","Rasmussen ","2012",45,46,1587,1587
"1588","NC","Project New America",500,"7/12/12","7/15/12",3,0,"Live Phone","Likely Voters","Project New America","2012",48,49,1588,1588
"1589","--","CBS/New York Times",1089,"7/11/12","7/16/12",2,4,"Live Phone","Likely Voters","CBS/New York Times","2012",46,47,1589,1589
"1590","ND","Rasmussen",400,"7/13/12","7/16/12",13,0,"Live Phone","Likely Voters","Rasmussen","2012",36,51,1590,1590
"1591","--","Daily Kos & SEIU/PPP",1000,"7/12/12","7/17/12",0,4,"Live Phone","Likely Voters","Daily Kos & SEIU/PPP","2012",48,46,1591,1591
"1592","--","Angus Reid Public Opinion",1001,"7/12/12","7/17/12",0,4,"Live Phone","Likely Voters","Angus Reid Public Opinion","2012",47,47,1592,1592
"1593","FL","Mason-Dixon",800,"7/14/12","7/17/12",9,0,"Live Phone","Registered Voters","Mason-Dixon","2012",46,45,1593,1593
"1594","OH","Purple Strategies",600,"7/16/12","7/19/12",7,0,"Live Phone","Likely Voters","Purple Strategies","2012",48,45,1594,1594
"1595","--","YouGov",838,"7/14/12","7/19/12",2,6,"Live Phone","Likely Voters","YouGov","2012",47,44,1595,1595
"1596","VA","Purple Strategies",600,"7/16/12","7/19/12",10,0,"Live Phone","Likely Voters","Purple Strategies","2012",46,44,1596,1596
"1597","CO","Purple Strategies",600,"7/16/12","7/19/12",11,0,"Live Phone","Likely Voters","Purple Strategies","2012",45,44,1597,1597
"1598","FL","Purple Strategies",600,"7/16/12","7/19/12",7,0,"Live Phone","Likely Voters","Purple Strategies","2012",45,48,1598,1598
"1599","NY","Siena College",758,"7/17/12","7/20/12",5,0,"Live Phone","Registered Voters","Siena College","2012",61,34,1599,1599
"1600","CA","CBRT Pepperdine",812,"7/17/12","7/20/12",15,0,"Live Phone","Likely Voters","CBRT Pepperdine","2012",52,33,1600,1600
"1601","NH","Granite State Poll - Univ. of NH",521,"7/17/12","7/20/12",6,0,"Live Phone","Likely Voters","Granite State Poll - Univ. of NH","2012",49,45,1601,1601
"1602","IA","Public Policy",1131,"7/17/12","7/20/12",9,0,"Live Phone","Registered Voters","Public Policy","2012",48,43,1602,1602
"1603","--","Fox News",901,"7/15/12","7/20/12",4,8,"Live Phone","Likely Voters","Fox News","2012",45,41,1603,1603
"1604","--","Pew",1956,"7/16/12","7/21/12",2,4,"Live Phone","Likely Voters","Pew","2012",51,41,1604,1604
"1605","NV","Magellan Strategies",665,"7/18/12","7/21/12",4,0,"Live Phone","Likely Voters","Magellan Strategies","2012",50,46,1605,1605
"1606","NJ","Quinnipiac",1623,"7/18/12","7/21/12",13,0,"Live Phone","Registered Voters","Quinnipiac","2012",49,38,1606,1606
"1607","NM","Public Policy",724,"7/18/12","7/21/12",7,0,"Live Phone","Registered Voters","Public Policy","2012",49,44,1607,1607
"1608","VA","Rasmussen",500,"7/18/12","7/21/12",7,0,"Live Phone","Likely Voters","Rasmussen","2012",47,46,1608,1608
"1609","WA","SurveyUSA",630,"7/18/12","7/21/12",17,0,"Live Phone","Registered Voters","SurveyUSA","2012",46,37,1609,1609
"1610","NV","We Ask America",1092,"7/19/12","7/22/12",8,0,"Live Phone","Likely Voters","We Ask America","2012",49,43,1610,1610
"1611","WI","We Ask America",1162,"7/19/12","7/22/12",9,0,"Live Phone","Likely Voters","We Ask America","2012",49,42,1611,1611
"1612","OH","Rasmussen",500,"7/19/12","7/22/12",8,0,"Live Phone","Likely Voters","Rasmussen","2012",47,45,1612,1612
"1613","VA","Quinnipiac",1673,"7/19/12","7/22/12",12,0,"Live Phone","Registered Voters","Quinnipiac","2012",44,44,1613,1613
"1614","--","NBC/Wall Street Journal",1000,"7/18/12","7/23/12",2,4,"Live Phone","Likely Voters","NBC/Wall Street Journal","2012",49,43,1614,1614
"1615","FL","SurveyUSA",647,"7/20/12","7/23/12",9,0,"Live Phone","Likely Voters","SurveyUSA","2012",48,43,1615,1615
"1616","PA","Rasmussen",500,"7/20/12","7/23/12",8,0,"Live Phone","Likely Voters","Rasmussen","2012",48,44,1616,1616
"1617","MN","SurveyUSA",552,"7/20/12","7/23/12",14,0,"Live Phone","Likely Voters","SurveyUSA","2012",46,40,1617,1617
"1618","--","Democracy Corps.",700,"7/21/12","7/26/12",0,2,"Live Phone","Likely Voters","Democracy Corps.","2012",50,46,1618,1618
"1619","MI","Rasmussen",500,"7/24/12","7/27/12",10,0,"Live Phone","Likely Voters","Rasmussen","2012",48,42,1619,1619
"1620","GA","InsiderAdvantage",591,"7/24/12","7/27/12",9,0,"Live Phone","Registered Voters","InsiderAdvantage","2012",41,50,1620,1620
"1621","NY","Quinnipiac",1779,"7/25/12","7/28/12",13,0,"Live Phone","Registered Voters","Quinnipiac","2012",55,32,1621,1621
"1622","MI","Public Policy",579,"7/25/12","7/28/12",8,0,"Live Phone","Registered Voters","Public Policy","2012",53,39,1622,1622
"1623","PA","Public Policy",758,"7/25/12","7/28/12",8,0,"Live Phone","Registered Voters","Public Policy","2012",49,43,1623,1623
"1624","OH","Magellan Strategies",597,"7/25/12","7/28/12",12,0,"Live Phone","Likely Voters","Magellan Strategies","2012",45,43,1624,1624
"1625","MI","Mitchell Research",825,"7/25/12","7/28/12",11,0,"Live Phone","Likely Voters","Mitchell Research","2012",44,45,1625,1625
"1626","IL","Crain's/Ipsos",600,"7/26/12","7/29/12",18,0,"Live Phone","Registered Voters","Crain's/Ipsos","2012",51,31,1626,1626
"1627","NJ","Monmouth University",535,"7/26/12","7/29/12",8,0,"Live Phone","Likely Voters","Monmouth University","2012",50,42,1627,1627
"1628","NV","Rasmussen",500,"7/26/12","7/29/12",5,0,"Live Phone","Likely Voters","Rasmussen","2012",50,45,1628,1628
"1629","MO","We Ask America",1172,"7/26/12","7/29/12",11,0,"Live Phone","Likely Voters","We Ask America","2012",40,49,1629,1629
"1630","WI","Rasmussen",500,"7/27/12","7/30/12",5,0,"Live Phone","Likely Voters","Rasmussen","2012",49,46,1630,1630
"1631","OH","We Ask America",1115,"7/27/12","7/30/12",12,0,"Live Phone","Likely Voters","We Ask America","2012",48,40,1631,1631
"1632","ND","DFM Research",400,"7/27/12","7/30/12",11,0,"Live Phone","Registered Voters","DFM Research","2012",35,54,1632,1632
"1633","--","Daily Kos & SEIU/PPP",1000,"7/26/12","7/31/12",0,2,"Live Phone","Likely Voters","Daily Kos & SEIU/PPP","2012",48,47,1633,1633
"1634","PA","Susquehanna Polling & Research",800,"7/28/12","7/31/12",11,0,"Live Phone","Likely Voters","Susquehanna Polling & Research","2012",46,43,1634,1634
"1635","MO","Mason-Dixon",625,"7/28/12","7/31/12",7,0,"Live Phone","Likely Voters","Mason-Dixon","2012",42,51,1635,1635
"1636","FL","Public Policy",871,"7/31/12","8/3/12",5,0,"Live Phone","Likely Voters","Public Policy","2012",48,47,1636,1636
"1637","MO","Rasmussen",500,"7/31/12","8/3/12",6,0,"Live Phone","Likely Voters","Rasmussen","2012",44,50,1637,1637
"1638","PA","Quinnipiac",1168,"8/1/12","8/4/12",5,0,"Live Phone","Likely Voters","Quinnipiac","2012",53,42,1638,1638
"1639","CT","Public Policy",771,"8/1/12","8/4/12",6,0,"Live Phone","Likely Voters","Public Policy","2012",51,43,1639,1639
"1640","FL","Quinnipiac",1177,"8/1/12","8/4/12",4,0,"Live Phone","Likely Voters","Quinnipiac","2012",51,45,1640,1640
"1641","OH","Quinnipiac",1193,"8/1/12","8/4/12",6,0,"Live Phone","Likely Voters","Quinnipiac","2012",50,44,1641,1641
"1642","MI","EPIC-MRA",600,"8/1/12","8/4/12",10,0,"Live Phone","Likely Voters","EPIC-MRA","2012",48,42,1642,1642
"1643","AZ","Public Policy",833,"8/1/12","8/4/12",7,0,"Live Phone","Registered Voters","Public Policy","2012",41,52,1643,1643
"1644","AL","Research Consultants",600,"8/1/12","8/4/12",7,0,"Live Phone","Registered Voters","Research Consultants","2012",34,59,1644,1644
"1645","NJ","Fairleigh Dickinson U.",945,"8/2/12","8/5/12",15,0,"Live Phone","Registered Voters","Fairleigh Dickinson U.","2012",49,36,1645,1645
"1646","NC","Rasmussen",500,"8/2/12","8/5/12",7,0,"Live Phone","Likely Voters","Rasmussen","2012",44,49,1646,1646
"1647","WA","SurveyUSA",524,"8/3/12","8/6/12",9,0,"Live Phone","Likely Voters","SurveyUSA","2012",54,37,1647,1647
"1648","--","Gallup ",3050,"8/1/12","8/6/12",2,4,"Live Phone","Likely Voters","Gallup ","2012",47,46,1648,1648
"1649","SD","Nielson Brothers",546,"8/3/12","8/6/12",8,0,"Live Phone","Registered Voters","Nielson Brothers","2012",43,49,1649,1649
"1650","--","Reuters/Ipsos",1014,"8/2/12","8/7/12",2,6,"Live Phone","Likely Voters","Reuters/Ipsos","2012",49,42,1650,1650
"1651","--","Daily Kos & SEIU/PPP",1000,"8/2/12","8/7/12",0,4,"Live Phone","Likely Voters","Daily Kos & SEIU/PPP","2012",48,46,1651,1651
"1652","--","Rasmussen ",1500,"8/3/12","8/8/12",2,4,"Live Phone","Likely Voters","Rasmussen ","2012",47,45,1652,1652
"1653","IN","Rasmussen",400,"8/5/12","8/8/12",14,0,"Live Phone","Likely Voters","Rasmussen","2012",35,51,1653,1653
"1654","CO","Public Policy",779,"8/7/12","8/10/12",8,0,"Live Phone","Likely Voters","Public Policy","2012",49,43,1654,1654
"1655","NC","Public Policy",813,"8/7/12","8/10/12",5,0,"Live Phone","Likely Voters","Public Policy","2012",49,46,1655,1655
"1656","--","Fox News",930,"8/5/12","8/10/12",2,6,"Live Phone","Likely Voters","Fox News","2012",49,40,1656,1656
"1657","--","Politico/George Washington University",1000,"8/5/12","8/10/12",0,2,"Live Phone","Likely Voters","Politico/George Washington University","2012",48,47,1657,1657
"1658","CO","Rasmussen",500,"8/7/12","8/10/12",6,0,"Live Phone","Likely Voters","Rasmussen","2012",47,47,1658,1658
"1659","WI","Quinnipiac",1428,"8/8/12","8/11/12",4,0,"Live Phone","Likely Voters","Quinnipiac","2012",51,45,1659,1659
"1660","WI","Marquette Univ. Law School",1188,"8/8/12","8/11/12",5,0,"Live Phone","Likely Voters","Marquette Univ. Law School","2012",50,45,1660,1660
"1661","VA","Quinnipiac",1412,"8/8/12","8/11/12",6,0,"Live Phone","Likely Voters","Quinnipiac","2012",49,45,1661,1661
"1662","VA","Rasmussen",500,"8/8/12","8/11/12",6,0,"Live Phone","Likely Voters","Rasmussen","2012",48,46,1662,1662
"1663","CO","Quinnipiac",1463,"8/8/12","8/11/12",5,0,"Live Phone","Likely Voters","Quinnipiac","2012",45,50,1663,1663
"1664","--","CNN/Opinion Research",911,"8/7/12","8/12/12",0,2,"Live Phone","Likely Voters","CNN/Opinion Research","2012",52,45,1664,1664
"1665","--","IBD/CSM/TIPP",828,"8/8/12","8/13/12",4,10,"Live Phone","Likely Voters","IBD/CSM/TIPP","2012",46,39,1665,1665
"1666","--","Gallup ",3050,"8/8/12","8/13/12",2,4,"Live Phone","Likely Voters","Gallup ","2012",45,47,1666,1666
"1667","IA","Rasmussen",500,"8/10/12","8/13/12",10,0,"Live Phone","Likely Voters","Rasmussen","2012",44,46,1667,1667
"1668","MO","Chilenski Strategies",663,"8/12/12","8/15/12",5,0,"Live Phone","Likely Voters","Chilenski Strategies","2012",47,48,1668,1668
"1669","MO","SurveyUSA",585,"8/12/12","8/15/12",11,0,"Live Phone","Likely Voters","SurveyUSA","2012",44,45,1669,1669
"1670","NH","Granite State Poll - Univ. of NH",555,"8/13/12","8/16/12",5,0,"Live Phone","Likely Voters","Granite State Poll - Univ. of NH","2012",49,46,1670,1670
"1671","--","YouGov",1000,"8/11/12","8/16/12",2,6,"Live Phone","Likely Voters","YouGov","2012",47,43,1671,1671
"1672","NH","Public Policy",1055,"8/14/12","8/17/12",4,0,"Live Phone","Likely Voters","Public Policy","2012",51,45,1672,1672
"1673","OH","Public Policy",961,"8/14/12","8/17/12",7,0,"Live Phone","Likely Voters","Public Policy","2012",48,45,1673,1673
"1674","OH","Rasmussen",500,"8/14/12","8/17/12",10,0,"Live Phone","Likely Voters","Rasmussen","2012",45,45,1674,1674
"1675","--","Rasmussen ",1500,"8/12/12","8/17/12",2,6,"Live Phone","Likely Voters","Rasmussen ","2012",43,47,1675,1675
"1676","CO","Purple Strategies",600,"8/15/12","8/18/12",5,0,"Live Phone","Likely Voters","Purple Strategies","2012",49,46,1676,1676
"1677","--","LA Times/USC",1009,"8/13/12","8/18/12",2,4,"Live Phone","Likely Voters","LA Times/USC","2012",48,45,1677,1677
"1678","FL","Purple Strategies",600,"8/15/12","8/18/12",5,0,"Live Phone","Likely Voters","Purple Strategies","2012",47,48,1678,1678
"1679","VA","Purple Strategies",600,"8/15/12","8/18/12",7,0,"Live Phone","Likely Voters","Purple Strategies","2012",45,48,1679,1679
"1680","OH","Purple Strategies",600,"8/15/12","8/18/12",10,0,"Live Phone","Likely Voters","Purple Strategies","2012",44,46,1680,1680
"1681","MI","Mitchell Research",1079,"8/16/12","8/19/12",7,0,"Live Phone","Likely Voters","Mitchell Research","2012",49,44,1681,1681
"1682","WI","CNN | ORC",920,"8/16/12","8/19/12",6,0,"Live Phone","Registered Voters","CNN | ORC","2012",49,45,1682,1682
"1683","PA","Franklin & Marshall",681,"8/16/12","8/19/12",11,0,"Live Phone","Registered Voters","Franklin & Marshall","2012",47,42,1683,1683
"1684","WI","Rasmussen",500,"8/16/12","8/19/12",5,0,"Live Phone","Likely Voters","Rasmussen","2012",47,48,1684,1684
"1685","FL","Rasmussen",500,"8/16/12","8/19/12",12,0,"Live Phone","Likely Voters","Rasmussen","2012",43,45,1685,1685
"1686","NV","Garin-Hart-Yang",613,"8/17/12","8/20/12",7,0,"Live Phone","Likely Voters","Garin-Hart-Yang","2012",49,44,1686,1686
"1687","--","Monmouth University/SurveyUSA",1149,"8/15/12","8/20/12",2,6,"Live Phone","Likely Voters","Monmouth University/SurveyUSA","2012",46,45,1687,1687
"1688","--","Angus Reid Public Opinion",1007,"8/15/12","8/20/12",0,4,"Live Phone","Likely Voters","Angus Reid Public Opinion","2012",45,49,1688,1688
"1689","--","Daily Kos & SEIU/PPP",1000,"8/16/12","8/21/12",0,4,"Live Phone","Likely Voters","Daily Kos & SEIU/PPP","2012",49,45,1689,1689
"1690","FL","Foster, Baydoun",1503,"8/18/12","8/21/12",6,0,"Live Phone","Likely Voters","Foster, Baydoun","2012",40,54,1690,1690
"1691","FL","Gravis Marketing",728,"8/20/12","8/23/12",7,0,"Live Phone","Likely Voters","Gravis Marketing","2012",45,48,1691,1691
"1692","AL","Capital Survey Research Center",452,"8/20/12","8/23/12",10,0,"Live Phone","Registered Voters","Capital Survey Research Center","2012",36,54,1692,1692
"1693","OK","SoonerPoll",495,"8/20/12","8/23/12",13,0,"Live Phone","Likely Voters","SoonerPoll","2012",29,58,1693,1693
"1694","NY","Siena College",671,"8/21/12","8/24/12",5,0,"Live Phone","Likely Voters","Siena College","2012",62,33,1694,1694
"1695","NM","Rasmussen",500,"8/21/12","8/24/12",10,0,"Live Phone","Likely Voters","Rasmussen","2012",52,38,1695,1695
"1696","VA","Public Policy",855,"8/21/12","8/24/12",5,0,"Live Phone","Likely Voters","Public Policy","2012",50,45,1696,1696
"1697","WI","Public Policy",1308,"8/21/12","8/24/12",5,0,"Live Phone","Likely Voters","Public Policy","2012",47,48,1697,1697
"1698","WA","Moore Information",500,"8/21/12","8/24/12",18,0,"Live Phone","Likely Voters","Moore Information","2012",46,36,1698,1698
"1699","MI","Foster, Baydoun",1733,"8/21/12","8/24/12",8,0,"Live Phone","Likely Voters","Foster, Baydoun","2012",44,48,1699,1699
"1700","--","Fox News",1219,"8/19/12","8/24/12",2,6,"Live Phone","Likely Voters","Fox News","2012",44,45,1700,1700
"1701","VT","Castleton Polling Institute",477,"8/22/12","8/25/12",13,0,"Live Phone","Registered Voters","Castleton Polling Institute","2012",62,25,1701,1701
"1702","MA","Public Policy",1115,"8/22/12","8/25/12",6,0,"Live Phone","Likely Voters","Public Policy","2012",55,39,1702,1702
"1703","WI","Marquette Univ. Law School",576,"8/22/12","8/25/12",5,0,"Live Phone","Likely Voters","Marquette Univ. Law School","2012",49,46,1703,1703
"1704","NV","SurveyUSA",869,"8/22/12","8/25/12",8,0,"Live Phone","Likely Voters","SurveyUSA","2012",47,45,1704,1704
"1705","MT","Rasmussen",500,"8/22/12","8/25/12",7,0,"Live Phone","Likely Voters","Rasmussen","2012",38,55,1705,1705
"1706","CT","Rasmussen",500,"8/23/12","8/26/12",6,0,"Live Phone","Likely Voters","Rasmussen","2012",51,43,1706,1706
"1707","OH","Quinnipiac",1253,"8/23/12","8/26/12",6,0,"Live Phone","Likely Voters","Quinnipiac","2012",50,44,1707,1707
