"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias","transparency","delMode","LV","undecided"
"1089",63751,117372,828,"2000","2000_Pres-G_MI","MI","Pres-G","Pres-G","SrvyUSA",325,2000-11-04,600,"Al Gore","DEM",46,"George W. Bush","REP",48,NA,-2,2000-11-07,51.28,46.14,5.13,7.13,-7.13,0,"","","SurveyUSA",3,-5.28,1.86,"yes","IVR/Online/Live",TRUE,6
"1090",54487,117316,833,"2000","2000_Pres-G_NC","NC","Pres-G","Pres-G","SrvyUSA",325,2000-11-04,500,"Al Gore","DEM",39,"George W. Bush","REP",56,NA,-17,2000-11-07,43.2,56.03,-12.83,4.17,-4.17,1,"","","SurveyUSA",3,-4.2,-0.0300000000000011,"yes","IVR/Online/Live",TRUE,5
"1094",63752,117374,851,"2000","2000_Pres-G_VA","VA","Pres-G","Pres-G","SrvyUSA",325,2000-11-04,500,"Al Gore","DEM",42,"George W. Bush","REP",53,NA,-11,2000-11-07,44.44,52.47,-8.04,2.96,-2.96,1,"","","SurveyUSA",3,-2.44,0.530000000000001,"yes","IVR/Online/Live",TRUE,5
"2357",25275,5631,757,"2004","2004_Pres-G_AR","AR","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,646,"John Kerry","DEM",48,"George W. Bush","REP",48,NA,0,2004-11-02,44.55,54.31,-9.76,9.76,9.76,0.5,"","","SurveyUSA",3,3.45,-6.31,"yes","IVR/Online/Live",TRUE,4
"2358",4322,5643,759,"2004","2004_Pres-G_CA","CA","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,767,"John Kerry","DEM",54,"George W. Bush","REP",43,NA,11,2004-11-02,54.3,44.36,9.95,1.05,1.05,1,"","","SurveyUSA",3,-0.299999999999997,-1.36,"yes","IVR/Online/Live",TRUE,3
"2362",4323,5644,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,742,"John Kerry","DEM",48,"George W. Bush","REP",49,NA,-1,2004-11-02,47.09,52.1,-5.01,4.01,4.01,1,"","","SurveyUSA",3,0.909999999999997,-3.1,"yes","IVR/Online/Live",TRUE,3
"2369",4330,5652,779,"2004","2004_Pres-G_MO","MO","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,694,"John Kerry","DEM",47,"George W. Bush","REP",52,NA,-5,2004-11-02,46.1,53.3,-7.2,2.2,2.2,1,"","","SurveyUSA",3,0.899999999999999,-1.3,"yes","IVR/Online/Live",TRUE,1
"2370",4326,5648,782,"2004","2004_Pres-G_NC","NC","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,620,"John Kerry","DEM",45,"George W. Bush","REP",53,NA,-8,2004-11-02,43.58,56.02,-12.43,4.43,4.43,1,"","","SurveyUSA",3,1.42,-3.02,"yes","IVR/Online/Live",TRUE,2
"2376",4313,5632,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,816,"John Kerry","DEM",47,"George W. Bush","REP",49,NA,-2,2004-11-02,48.71,50.81,-2.11,0.11,0.11,1,"","","SurveyUSA",3,-1.71,-1.81,"yes","IVR/Online/Live",TRUE,4
"2379",4327,5649,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,766,"John Kerry","DEM",51,"George W. Bush","REP",47,NA,4,2004-11-02,50.92,48.42,2.5,1.5,1.5,1,"","","SurveyUSA",3,0.0799999999999983,-1.42,"yes","IVR/Online/Live",TRUE,2
"2381",4328,5650,802,"2004","2004_Pres-G_WA","WA","Pres-G","Pres-G","SrvyUSA",325,2004-10-30,622,"John Kerry","DEM",51,"George W. Bush","REP",47,NA,4,2004-11-02,52.77,45.6,7.17,3.17,-3.17,1,"","","SurveyUSA",3,-1.77,1.4,"yes","IVR/Online/Live",TRUE,2
"4646",16438,21335,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","SrvyUSA",325,2008-11-01,683,"Barack Obama","DEM",45,"John McCain","REP",52,NA,-7,2008-11-04,46.9,52.1,-5.2,1.8,-1.8,1,"","","SurveyUSA",3,-1.9,-0.100000000000001,"yes","IVR/Online/Live",TRUE,3
"4652",16439,21336,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","SrvyUSA",325,2008-11-01,674,"Barack Obama","DEM",48,"John McCain","REP",48,NA,0,2008-11-04,49.23,49.36,-0.13,0.13,0.13,0.5,"","","SurveyUSA",3,-1.23,-1.36,"yes","IVR/Online/Live",TRUE,4
"4656",16435,21332,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","SrvyUSA",325,2008-11-01,682,"Barack Obama","DEM",48,"John McCain","REP",49,NA,-1,2008-11-04,49.7,49.38,0.33,1.33,-1.33,0,"","","SurveyUSA",3,-1.7,-0.380000000000003,"yes","IVR/Online/Live",TRUE,3
"4663",16436,21333,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","SrvyUSA",325,2008-11-01,660,"Barack Obama","DEM",48,"John McCain","REP",46,NA,2,2008-11-04,51.38,46.8,4.58,2.58,-2.58,1,"","","SurveyUSA",3,-3.38,-0.799999999999997,"yes","IVR/Online/Live",TRUE,6
"4672",16437,21334,751,"2008","2008_Pres-G_WA","WA","Pres-G","Pres-G","SrvyUSA",325,2008-11-01,663,"Barack Obama","DEM",56,"John McCain","REP",40,NA,16,2008-11-04,57.34,40.26,17.08,1.08,-1.08,1,"","","SurveyUSA",3,-1.34,-0.259999999999998,"yes","IVR/Online/Live",TRUE,4
"6618",30761,37102,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","SrvyUSA",325,2012-11-03,803,"Barack Obama","DEM",49,"Mitt Romney","REP",44,NA,5,2012-11-06,50.58,47.6,2.97,2.03,2.03,1,"","","SurveyUSA",3,-1.58,-3.6,"yes","IVR/Online/Live",TRUE,7
"8669",48522,76061,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","QnnpcUn",267,2016-11-05,884,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",45.5,NA,0.5,2016-11-08,47.41,48.6,-1.19,1.69,1.69,0,"average of multiple versions or turnout models listed in poll","","Quinnipiac University",3,-1.41,-3.1,"yes","Live",TRUE,8.5
"8672",48523,76063,629,"2016","2016_Pres-G_NC","NC","Pres-G","Pres-G","QnnpcUn",267,2016-11-05,870,"Hillary Rodham Clinton","DEM",47.5,"Donald Trump","REP",45,NA,2.5,2016-11-08,46.17,49.83,-3.66,6.16,6.16,0,"average of multiple versions or turnout models listed in poll","","Quinnipiac University",3,1.33,-4.83,"yes","Live",TRUE,7.5
"6597",30765,37107,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,1200,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","American Research Group",3,-2.01,1.85,"yes","Live",TRUE,2
"6608",30764,37106,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,600,"Barack Obama","DEM",48,"Mitt Romney","REP",49,NA,-1,2012-11-06,51.99,46.18,5.81,6.81,-6.81,0,"","","American Research Group",3,-3.99,2.82,"yes","Live",TRUE,3
"6615",30763,37105,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,600,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,51.98,46.4,5.58,5.58,-5.58,0.5,"","","American Research Group",3,-2.98,2.6,"yes","Live",TRUE,2
"6603",30776,37121,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","MnmthUn",215,2012-11-03,1417,"Barack Obama","DEM",48,"Mitt Romney","REP",48,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Monmouth University",3,-3.01,0.850000000000001,"yes","Live",TRUE,4
"8660",48623,76178,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","MnmthUn",215,2016-11-05,748,"Hillary Rodham Clinton","DEM",50,"Donald Trump","REP",44,NA,6,2016-11-08,48.02,45.93,2.09,3.91,3.91,1,"average of multiple versions or turnout models listed in poll","","Monmouth University",3,1.98,-1.93,"yes","Live",TRUE,6
"1091",6142,7595,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","MrstCll",183,2000-11-04,580,"Al Gore","DEM",55,"George W. Bush","REP",37,NA,18,2000-11-07,60.22,35.22,25,7,-7,1,"","","Marist College",3,-5.22,1.78,"yes","Live",TRUE,8
"1086",66230,123250,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PC-SG(B",255,2000-11-04,1253,"Al Gore","DEM",42,"George W. Bush","REP",45,NA,-3,2000-11-07,48.38,47.87,0.52,3.52,-3.52,0,"","","Polling Company-Global Strategy Group (Hotline Bullseye)",3,-6.38,-2.87,"no","Live*",TRUE,13
"8662",48513,76036,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","Slzr&C.",304,2016-11-05,799,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",42,NA,3,2016-11-08,48.02,45.93,2.09,0.91,0.91,1,"average of multiple versions or turnout models listed in poll","","Selzer & Co.",3,-3.02,-3.93,"yes","Live",TRUE,13
"2371",4325,5646,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2004-10-30,963,"John Kerry","DEM",49,"George W. Bush","REP",48,NA,1,2004-11-02,50.24,48.87,1.37,0.37,-0.37,1,"","","University of New Hampshire",3,-1.24,-0.869999999999997,"yes","Live",TRUE,3
"4658",54158,21337,734,"2008","2008_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2008-11-01,812,"Barack Obama","DEM",53,"John McCain","REP",42,NA,11,2008-11-04,54.13,44.52,9.61,1.39,1.39,1,"","","University of New Hampshire",3,-1.13,-2.52,"yes","Live",TRUE,5
"6616",30749,37087,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2012-11-03,783,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,51.98,46.4,5.58,1.58,-1.58,1,"","","University of New Hampshire",3,-1.98,-0.399999999999999,"yes","Live",TRUE,4
"8675",48497,76013,632,"2016","2016_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2016-11-05,692,"Hillary Rodham Clinton","DEM",49,"Donald Trump","REP",38,NA,11,2016-11-08,46.83,46.46,0.37,10.63,10.63,1,"","","University of New Hampshire",3,2.17,-8.46,"yes","Live",TRUE,13
"2361",4319,5639,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",46.5,"George W. Bush","REP",50,NA,-3.5,2004-11-02,47.09,52.1,-5.01,1.51,1.51,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-0.590000000000003,-2.1,"no","Live*",TRUE,3.5
"2364",4320,5640,765,"2004","2004_Pres-G_GA","GA","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",41,"George W. Bush","REP",55,NA,-14,2004-11-02,41.34,57.93,-16.59,2.59,2.59,1,"","","Strategic Vision LLC",3,-0.340000000000003,-2.93,"no","Live*",TRUE,4
"2365",4310,5629,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",46.5,"George W. Bush","REP",49,NA,-2.5,2004-11-02,49.23,49.9,-0.67,1.83,-1.83,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-2.73,-0.899999999999999,"no","Live*",TRUE,4.5
"2367",4303,5619,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",44.5,"George W. Bush","REP",45,NA,-0.5,2004-11-02,51.23,47.81,3.42,3.92,-3.92,0,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-6.73,-2.81,"no","Live*",TRUE,10.5
"2368",4311,5641,778,"2004","2004_Pres-G_MN","MN","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",48,"George W. Bush","REP",48,NA,0,2004-11-02,51.09,47.61,3.48,3.48,-3.48,0.5,"","","Strategic Vision LLC",3,-3.09,0.390000000000001,"no","Live*",TRUE,4
"2372",4302,5617,786,"2004","2004_Pres-G_NJ","NJ","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",42.5,"George W. Bush","REP",42,NA,0.5,2004-11-02,52.92,46.23,6.68,6.18,-6.18,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-10.42,-4.23,"no","Live*",TRUE,15.5
"2375",4305,5623,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",45.5,"George W. Bush","REP",47.5,NA,-2,2004-11-02,48.71,50.81,-2.11,0.11,0.11,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-3.21,-3.31,"no","Live*",TRUE,7
"2378",4306,5622,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",47,"George W. Bush","REP",46,NA,1,2004-11-02,50.92,48.42,2.5,1.5,-1.5,1,"","","Strategic Vision LLC",3,-3.92,-2.42,"no","Live*",TRUE,7
"2380",4321,5647,802,"2004","2004_Pres-G_WA","WA","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",51.5,"George W. Bush","REP",45,NA,6.5,2004-11-02,52.77,45.6,7.17,0.67,-0.67,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-1.27,-0.600000000000001,"no","Live*",TRUE,3.5
"2382",4307,5625,803,"2004","2004_Pres-G_WI","WI","Pres-G","Pres-G","StrVLLC",320,2004-10-30,801,"John Kerry","DEM",46,"George W. Bush","REP",48,NA,-2,2004-11-02,49.7,49.32,0.38,2.38,-2.38,0,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",3,-3.7,-1.32,"no","Live*",TRUE,6
"4643",16430,21327,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","StrVLLC",320,2008-11-01,1200,"Barack Obama","DEM",49,"John McCain","REP",47,NA,2,2008-11-04,50.91,48.1,2.81,0.81,-0.81,1,"","","Strategic Vision LLC",3,-1.91,-1.1,"no","Live*",TRUE,4
"4645",16431,21328,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","StrVLLC",320,2008-11-01,800,"Barack Obama","DEM",46,"John McCain","REP",50,NA,-4,2008-11-04,46.9,52.1,-5.2,1.2,1.2,1,"","","Strategic Vision LLC",3,-0.899999999999999,-2.1,"no","Live*",TRUE,4
"4662",16429,21326,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","StrVLLC",320,2008-11-01,1200,"Barack Obama","DEM",46,"John McCain","REP",48,NA,-2,2008-11-04,51.38,46.8,4.58,6.58,-6.58,0,"","","Strategic Vision LLC",3,-5.38,1.2,"no","Live*",TRUE,6
"4667",16432,21329,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","StrVLLC",320,2008-11-01,1200,"Barack Obama","DEM",51,"John McCain","REP",44,NA,7,2008-11-04,54.47,44.15,10.31,3.31,-3.31,1,"","","Strategic Vision LLC",3,-3.47,-0.149999999999999,"no","Live*",TRUE,5
"4671",16434,21331,751,"2008","2008_Pres-G_WA","WA","Pres-G","Pres-G","StrVLLC",320,2008-11-01,800,"Barack Obama","DEM",55,"John McCain","REP",40,NA,15,2008-11-04,57.34,40.26,17.08,2.08,-2.08,1,"","","Strategic Vision LLC",3,-2.34,-0.259999999999998,"no","Live*",TRUE,5
"4673",16433,21330,752,"2008","2008_Pres-G_WI","WI","Pres-G","Pres-G","StrVLLC",320,2008-11-01,800,"Barack Obama","DEM",53,"John McCain","REP",40,NA,13,2008-11-04,56.22,42.31,13.9,0.9,-0.9,1,"","","Strategic Vision LLC",3,-3.22,-2.31,"no","Live*",TRUE,7
"6602",30770,37112,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","Ipsos",154,2012-11-03,4725,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.01,47.15,3.86,1.86,-1.86,1,"","","Ipsos",3,-3.01,-1.15,"yes","Online",TRUE,6
"2360",4318,5637,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2004-10-30,400,"John Kerry","DEM",48,"George W. Bush","REP",48,NA,0,2004-11-02,47.09,52.1,-5.01,5.01,5.01,0.5,"","","Opinion Savvy-InsiderAdvantage",3,0.909999999999997,-4.1,"yes","IVR/Online",TRUE,4
"2366",4354,5676,769,"2004","2004_Pres-G_IL","IL","Pres-G","Pres-G","McClR&P",201,2004-10-30,1200,"John Kerry","DEM",53,"George W. Bush","REP",43,NA,10,2004-11-02,54.82,44.48,10.34,0.34,-0.34,1,"","","McCulloch Research & Polling",3,-1.82,-1.48,"no","Live*",TRUE,4
"4636",15186,20026,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","FnnclDy",95,2008-11-01,887,"Barack Obama","DEM",50,"John McCain","REP",45,NA,5,2008-11-04,52.86,45.6,7.26,2.26,-2.26,1,"","","Financial Dynamics",3,-2.86,-0.600000000000001,"no","Live*",TRUE,5
"4642",16419,21316,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1717,"Barack Obama","DEM",50,"John McCain","REP",48,NA,2,2008-11-04,50.91,48.1,2.81,0.81,-0.81,1,"","","Public Policy Polling",3,-0.909999999999997,-0.100000000000001,"no","IVR/Text",TRUE,2
"4644",16417,21314,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1253,"Barack Obama","DEM",48,"John McCain","REP",50,NA,-2,2008-11-04,46.9,52.1,-5.2,3.2,3.2,1,"","","Public Policy Polling",3,1.1,-2.1,"no","IVR/Text",TRUE,2
"4648",16418,21315,719,"2008","2008_Pres-G_IN","IN","Pres-G","Pres-G","PblcPlP",263,2008-11-01,2634,"Barack Obama","DEM",49,"John McCain","REP",48,NA,1,2008-11-04,49.84,48.81,1.03,0.03,-0.03,1,"","","Public Policy Polling",3,-0.840000000000003,-0.810000000000002,"no","IVR/Text",TRUE,3
"4651",16424,21321,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1343,"Barack Obama","DEM",49,"John McCain","REP",49,NA,0,2008-11-04,49.23,49.36,-0.13,0.13,0.13,0.5,"","","Public Policy Polling",3,-0.229999999999997,-0.359999999999999,"no","IVR/Text",TRUE,2
"4654",16416,21313,730,"2008","2008_Pres-G_MT","MT","Pres-G","Pres-G","PblcPlP",263,2008-11-01,2734,"Barack Obama","DEM",48,"John McCain","REP",47,NA,1,2008-11-04,47.11,49.49,-2.38,3.38,3.38,0,"","","Public Policy Polling",3,0.890000000000001,-2.49,"no","IVR/Text",TRUE,5
"4655",16423,21320,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","PblcPlP",263,2008-11-01,2100,"Barack Obama","DEM",50,"John McCain","REP",49,NA,1,2008-11-04,49.7,49.38,0.33,0.67,0.67,1,"","","Public Policy Polling",3,0.299999999999997,-0.380000000000003,"no","IVR/Text",TRUE,1
"4659",63598,117050,737,"2008","2008_Pres-G_NV","NV","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1243,"Barack Obama","DEM",51,"John McCain","REP",47,NA,4,2008-11-04,55.15,42.65,12.49,8.49,-8.49,1,"","","Public Policy Polling",3,-4.15,4.35,"no","IVR/Text",TRUE,2
"4661",16420,21317,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1208,"Barack Obama","DEM",50,"John McCain","REP",48,NA,2,2008-11-04,51.38,46.8,4.58,2.58,-2.58,1,"among 'voters'","","Public Policy Polling",3,-1.38,1.2,"no","IVR/Text",TRUE,2
"4665",16421,21318,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1529,"Barack Obama","DEM",53,"John McCain","REP",45,NA,8,2008-11-04,54.47,44.15,10.31,2.31,-2.31,1,"","","Public Policy Polling",3,-1.47,0.850000000000001,"no","IVR/Text",TRUE,2
"4669",16422,21319,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","PblcPlP",263,2008-11-01,1557,"Barack Obama","DEM",52,"John McCain","REP",46,NA,6,2008-11-04,52.63,46.33,6.3,0.3,-0.3,1,"","","Public Policy Polling",3,-0.630000000000003,-0.329999999999998,"no","IVR/Text",TRUE,2
"6604",30760,37100,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1300,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.01,47.15,3.86,1.86,-1.86,1,"for Americans United for Change | Daily Kos | Service Employees International Union","D","Public Policy Polling",3,-1.01,0.850000000000001,"no","IVR/Text",TRUE,2
"6605",30682,36949,656,"2012","2012_Pres-G_AZ","AZ","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1080,"Barack Obama","DEM",46,"Mitt Romney","REP",53,NA,-7,2012-11-06,44.45,53.48,-9.04,2.04,2.04,1,"","","Public Policy Polling",3,1.55,-0.479999999999997,"no","IVR/Text",TRUE,1
"6610",30683,36951,677,"2012","2012_Pres-G_MO","MO","Pres-G","Pres-G","PblcPlP",263,2012-11-03,835,"Barack Obama","DEM",45,"Mitt Romney","REP",53,NA,-8,2012-11-06,44.28,53.64,-9.36,1.36,1.36,1,"","","Public Policy Polling",3,0.719999999999999,-0.640000000000001,"no","IVR/Text",TRUE,2
"6612",30681,36947,679,"2012","2012_Pres-G_MT","MT","Pres-G","Pres-G","PblcPlP",263,2012-11-03,836,"Barack Obama","DEM",45,"Mitt Romney","REP",52,NA,-7,2012-11-06,41.66,55.3,-13.64,6.64,6.64,1,"","","Public Policy Polling",3,3.34,-3.3,"no","IVR/Text",TRUE,3
"6621",30665,36914,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","PblcPlP",263,2012-11-03,790,"Barack Obama","DEM",52,"Mitt Romney","REP",46,NA,6,2012-11-06,51.95,46.57,5.38,0.62,0.62,1,"","","Public Policy Polling",3,0.0499999999999972,-0.57,"no","IVR/Text",TRUE,2
"6624",30666,36916,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1256,"Barack Obama","DEM",51,"Mitt Romney","REP",48,NA,3,2012-11-06,52.83,45.89,6.94,3.94,-3.94,1,"","","Public Policy Polling",3,-1.83,2.11,"no","IVR/Text",TRUE,1
"6598",30732,37037,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","CNN-ORC",37,2012-11-03,693,"Barack Obama","DEM",48.5,"Mitt Romney","REP",48.5,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",3,-2.51,1.35,"yes","Live",TRUE,3
"6601",30664,36912,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GglSrvy",122,2012-11-03,2727,"Barack Obama","DEM",44,"Mitt Romney","REP",45,NA,-1,2012-11-06,51.01,47.15,3.86,4.86,-4.86,0,"","","Google Surveys",3,-7.01,-2.15,"yes","Online",TRUE,11
"8659",48848,76444,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,16639,"Hillary Rodham Clinton","DEM",47,"Donald Trump","REP",43,NA,4,2016-11-08,48.02,45.93,2.09,1.91,1.91,1,"among registered voters","","Gravis Marketing",3,-1.02,-2.93,"no","IVR/Online/Live",FALSE,10
"8663",48849,76445,602,"2016","2016_Pres-G_AK","AK","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,617,"Hillary Rodham Clinton","DEM",41,"Donald Trump","REP",44,NA,-3,2016-11-08,36.55,51.28,-14.73,11.73,11.73,1,"among registered voters","","Gravis Marketing",3,4.45,-7.28,"no","IVR/Online/Live",FALSE,15
"8665",48851,76447,605,"2016","2016_Pres-G_AZ","AZ","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1453,"Hillary Rodham Clinton","DEM",43,"Donald Trump","REP",45,NA,-2,2016-11-08,44.58,48.08,-3.5,1.5,1.5,1,"among registered voters","","Gravis Marketing",3,-1.58,-3.08,"no","IVR/Online/Live",FALSE,12
"8668",48850,76446,607,"2016","2016_Pres-G_CO","CO","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1378,"Hillary Rodham Clinton","DEM",44,"Donald Trump","REP",43,NA,1,2016-11-08,48.16,43.25,4.91,3.91,-3.91,1,"among registered voters","","Gravis Marketing",3,-4.16,-0.25,"no","IVR/Online/Live",FALSE,13
"8670",48852,76448,612,"2016","2016_Pres-G_GA","GA","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,2002,"Hillary Rodham Clinton","DEM",44,"Donald Trump","REP",48,NA,-4,2016-11-08,45.35,50.44,-5.1,1.1,1.1,1,"among registered voters","","Gravis Marketing",3,-1.35,-2.44,"no","IVR/Online/Live",FALSE,8
"8677",48689,76269,635,"2016","2016_Pres-G_NV","NV","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1158,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",43,NA,2,2016-11-08,47.92,45.5,2.42,0.42,-0.42,1,"","","Gravis Marketing",3,-2.92,-2.5,"no","IVR/Online/Live",TRUE,12
"8679",48853,76449,636,"2016","2016_Pres-G_NY","NY","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1681,"Hillary Rodham Clinton","DEM",55,"Donald Trump","REP",36,NA,19,2016-11-08,59,36.51,22.49,3.49,-3.49,1,"among registered voters","","Gravis Marketing",3,-4,-0.509999999999998,"no","IVR/Online/Live",FALSE,9
"8681",48854,76450,637,"2016","2016_Pres-G_OH","OH","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1781,"Hillary Rodham Clinton","DEM",42,"Donald Trump","REP",48,NA,-6,2016-11-08,43.24,51.31,-8.07,2.07,2.07,1,"among registered voters","","Gravis Marketing",3,-1.24,-3.31,"no","IVR/Online/Live",FALSE,10
"8682",48855,76451,639,"2016","2016_Pres-G_OR","OR","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1963,"Hillary Rodham Clinton","DEM",44,"Donald Trump","REP",40,NA,4,2016-11-08,50.07,39.09,10.98,6.98,-6.98,1,"among registered voters","","Gravis Marketing",3,-6.07,0.909999999999997,"no","IVR/Online/Live",FALSE,16
"8683",48856,76452,640,"2016","2016_Pres-G_PA","PA","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1220,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",40,NA,6,2016-11-08,47.46,48.17,-0.72,6.72,6.72,0,"among registered voters","","Gravis Marketing",3,-1.46,-8.17,"no","IVR/Online/Live",FALSE,14
"8684",48857,76453,642,"2016","2016_Pres-G_SC","SC","Pres-G","Pres-G","GrvsMrk",124,2016-11-05,1751,"Hillary Rodham Clinton","DEM",43,"Donald Trump","REP",48,NA,-5,2016-11-08,40.67,54.94,-14.27,9.27,9.27,1,"among registered voters","","Gravis Marketing",3,2.33,-6.94,"no","IVR/Online/Live",FALSE,9
