"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias"
"1956",4607,5949,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","StrVLLC",320,2004-10-19,801,"John Kerry","DEM",47.5,"George W. Bush","REP",48,NA,-0.5,2004-11-02,49.23,49.9,-0.67,0.17,0.17,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",14,-1.73,-1.9
"1957",4612,5955,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","SrvyUSA",325,2004-10-19,690,"John Kerry","DEM",45,"George W. Bush","REP",51,NA,-6,2004-11-02,49.23,49.9,-0.67,5.33,-5.33,1,"","","SurveyUSA",14,-4.23,1.1
"1958",4604,5944,772,"2004","2004_Pres-G_KY","KY","Pres-G","Pres-G","LsCrr-J",174,2004-10-19,690,"John Kerry","DEM",39,"George W. Bush","REP",56,NA,-17,2004-11-02,39.68,59.54,-19.86,2.86,2.86,1,"","","Louisville Courier-Journal",14,-0.68,-3.54
"1959",4591,5929,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2004-10-19,400,"John Kerry","DEM",43,"George W. Bush","REP",47,NA,-4,2004-11-02,51.23,47.81,3.42,7.42,-7.42,0,"","","Mitchell Research & Communications",14,-8.23,-0.810000000000002
"1960",4597,5936,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","StrVLLC",320,2004-10-19,801,"John Kerry","DEM",47.5,"George W. Bush","REP",46,NA,1.5,2004-11-02,51.23,47.81,3.42,1.92,-1.92,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",14,-3.73,-1.81
"1961",4603,5943,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","SrvyUSA",325,2004-10-19,668,"John Kerry","DEM",51,"George W. Bush","REP",44,NA,7,2004-11-02,51.23,47.81,3.42,3.58,3.58,1,"","","SurveyUSA",14,-0.229999999999997,-3.81
"1962",4610,5953,778,"2004","2004_Pres-G_MN","MN","Pres-G","Pres-G","StrVLLC",320,2004-10-19,801,"John Kerry","DEM",48.5,"George W. Bush","REP",48,NA,0.5,2004-11-02,51.09,47.61,3.48,2.98,-2.98,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",14,-2.59,0.390000000000001
"1963",4596,5934,781,"2004","2004_Pres-G_MT","MT","Pres-G","Pres-G","Ms-DP&S",197,2004-10-19,625,"John Kerry","DEM",36,"George W. Bush","REP",57,NA,-21,2004-11-02,38.56,59.07,-20.5,0.5,-0.5,1,"","","Mason-Dixon Polling & Strategy",14,-2.56,-2.07
"1964",4599,5939,782,"2004","2004_Pres-G_NC","NC","Pres-G","Pres-G","Ms-DP&S",197,2004-10-19,625,"John Kerry","DEM",43,"George W. Bush","REP",51,NA,-8,2004-11-02,43.58,56.02,-12.43,4.43,4.43,1,"","","Mason-Dixon Polling & Strategy",14,-0.579999999999998,-5.02
"1965",4590,5928,782,"2004","2004_Pres-G_NC","NC","Pres-G","Pres-G","ThTysnG",334,2004-10-19,600,"John Kerry","DEM",40,"George W. Bush","REP",48,NA,-8,2004-11-02,43.58,56.02,-12.43,4.43,4.43,1,"for John Locke Foundation","R","The Tyson Group",14,-3.58,-8.02
"1966",4592,5930,783,"2004","2004_Pres-G_ND","ND","Pres-G","Pres-G","MnnsSUM",211,2004-10-19,623,"John Kerry","DEM",35,"George W. Bush","REP",55,NA,-20,2004-11-02,35.5,62.86,-27.36,7.36,7.36,1,"","","Minnesota State University Moorhead",14,-0.5,-7.86
"1967",4600,5940,784,"2004","2004_Pres-G_NE","NE","Pres-G","Pres-G","MSRGrop",178,2004-10-19,754,"John Kerry","DEM",32,"George W. Bush","REP",61,NA,-29,2004-11-02,32.68,65.9,-33.22,4.22,4.22,1,"","","MSR Group",14,-0.68,-4.90000000000001
"1968",4623,5978,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","Gallup",112,2004-10-19,706,"John Kerry","DEM",48.5,"George W. Bush","REP",47.5,NA,1,2004-11-02,48.71,50.81,-2.11,3.11,3.11,0,"average of multiple versions or turnout models listed in poll","","Gallup",14,-0.210000000000001,-3.31
"1969",4618,5972,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","OhUnvrs",237,2004-10-19,358,"John Kerry","DEM",50,"George W. Bush","REP",46,NA,4,2004-11-02,48.71,50.81,-2.11,6.11,6.11,0,"","","Ohio University",14,1.29,-4.81
"1970",4598,5938,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","StrVLLC",320,2004-10-19,801,"John Kerry","DEM",45.5,"George W. Bush","REP",48,NA,-2.5,2004-11-02,48.71,50.81,-2.11,0.39,-0.39,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",14,-3.21,-2.81
"1971",4613,5956,791,"2004","2004_Pres-G_OK","OK","Pres-G","Pres-G","SrvyUSA",325,2004-10-19,627,"John Kerry","DEM",34,"George W. Bush","REP",64,NA,-30,2004-11-02,34.43,65.57,-31.14,1.14,1.14,1,"","","SurveyUSA",14,-0.43,-1.56999999999999
"1993",15544,116954,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","AbtAssc",7,2004-10-20,803,"John Kerry","DEM",46,"George W. Bush","REP",51,NA,-5,2004-11-02,48.26,50.73,-2.46,2.54,-2.54,1,"average of multiple versions or turnout models listed in poll","","Abt Associates",13,-2.26,0.270000000000003
"1994",63737,19763,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","GU(Btt)",114,2004-10-20,1000,"John Kerry","DEM",45,"George W. Bush","REP",49,NA,-4,2004-11-02,48.26,50.73,-2.46,1.54,-1.54,1,"","","Georgetown University (Battleground)",13,-3.26,-1.73
"1995",15584,120076,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2004-10-20,1000,"John Kerry","DEM",45.5,"George W. Bush","REP",46,NA,-0.5,2004-11-02,48.26,50.73,-2.46,1.96,1.96,1,"average of multiple versions or turnout models listed in poll","","IBD-TIPP",13,-2.76,-4.73
"1996",4586,5924,758,"2004","2004_Pres-G_AZ","AZ","Pres-G","Pres-G","ArznStU",15,2004-10-20,573,"John Kerry","DEM",45,"George W. Bush","REP",50,NA,-5,2004-11-02,44.32,54.77,-10.45,5.45,5.45,1,"among registered voters","","Arizona State University",13,0.68,-4.77
"1997",4609,5951,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","Rsr2000",281,2004-10-20,600,"John Kerry","DEM",48,"George W. Bush","REP",47,NA,1,2004-11-02,47.09,52.1,-5.01,6.01,6.01,0,"","","Research 2000",13,0.909999999999997,-5.1
"1998",4584,5922,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","SEAP&SD",302,2004-10-20,800,"John Kerry","DEM",46,"George W. Bush","REP",46,NA,0,2004-11-02,47.09,52.1,-5.01,5.01,5.01,0.5,"","","SEA Polling & Strategic Design",13,-1.09,-6.1
"1999",4615,5958,773,"2004","2004_Pres-G_LA","LA","Pres-G","Pres-G","SthstLU",309,2004-10-20,637,"John Kerry","DEM",32,"George W. Bush","REP",58,NA,-26,2004-11-02,42.22,56.72,-14.51,11.49,-11.49,1,"among registered voters","","Southeastern Louisiana University",13,-10.22,1.28
"2000",4595,5933,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","EPIC-MR",84,2004-10-20,610,"John Kerry","DEM",49,"George W. Bush","REP",43,NA,6,2004-11-02,51.23,47.81,3.42,2.58,2.58,1,"","","EPIC-MRA",13,-2.23,-4.81
"2001",4593,5931,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","FrnklPU",107,2004-10-20,617,"John Kerry","DEM",50,"George W. Bush","REP",41,NA,9,2004-11-02,50.24,48.87,1.37,7.63,7.63,1,"","","Franklin Pierce University",13,-0.240000000000002,-7.87
"2002",4602,5942,786,"2004","2004_Pres-G_NJ","NJ","Pres-G","Pres-G","Rsr2000",281,2004-10-20,600,"John Kerry","DEM",50,"George W. Bush","REP",43,NA,7,2004-11-02,52.92,46.23,6.68,0.32,0.32,1,"","","Research 2000",13,-2.92,-3.23
"2003",4588,5926,788,"2004","2004_Pres-G_NV","NV","Pres-G","Pres-G","Rsr2000",281,2004-10-20,600,"John Kerry","DEM",47,"George W. Bush","REP",49,NA,-2,2004-11-02,47.88,50.47,-2.59,0.59,0.59,1,"","","Research 2000",13,-0.880000000000003,-1.47
"2004",4594,5932,792,"2004","2004_Pres-G_OR","OR","Pres-G","Pres-G","Rsr2000",281,2004-10-20,600,"John Kerry","DEM",49,"George W. Bush","REP",43,NA,6,2004-11-02,51.35,47.19,4.16,1.84,1.84,1,"","","Research 2000",13,-2.35,-4.19
"2005",4621,5965,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2004-10-20,787,"John Kerry","DEM",48,"George W. Bush","REP",46,NA,2,2004-11-02,50.92,48.42,2.5,0.5,-0.5,1,"among registered voters","","Muhlenberg College",13,-2.92,-2.42
"2006",4624,5970,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","RRp-POR",277,2004-10-20,424,"John Kerry","DEM",49,"George W. Bush","REP",46,NA,3,2004-11-02,50.92,48.42,2.5,0.5,0.5,1,"","","Rasmussen Reports-Pulse Opinion Research",13,-1.92,-2.42
"2007",4583,5921,795,"2004","2004_Pres-G_SC","SC","Pres-G","Pres-G","Ms-DP&S",197,2004-10-20,625,"John Kerry","DEM",40,"George W. Bush","REP",53,NA,-13,2004-11-02,40.9,57.98,-17.08,4.08,4.08,1,"","","Mason-Dixon Polling & Strategy",13,-0.899999999999999,-4.98
"2008",4581,5919,796,"2004","2004_Pres-G_SD","SD","Pres-G","Pres-G","Ms-DP&S",197,2004-10-20,800,"John Kerry","DEM",36,"George W. Bush","REP",55,NA,-19,2004-11-02,38.44,59.91,-21.47,2.47,2.47,1,"","","Mason-Dixon Polling & Strategy",13,-2.44,-4.91
"2009",4585,5923,797,"2004","2004_Pres-G_TN","TN","Pres-G","Pres-G","Ms-DP&S",197,2004-10-20,625,"John Kerry","DEM",41,"George W. Bush","REP",53,NA,-12,2004-11-02,42.51,56.81,-14.3,2.3,2.3,1,"","","Mason-Dixon Polling & Strategy",13,-1.51,-3.81
"2025",15647,20487,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2004-10-21,600,"John Kerry","DEM",46,"George W. Bush","REP",50,NA,-4,2004-11-02,48.26,50.73,-2.46,1.54,-1.54,1,"sample size unavailable; estimated at 600 as a default","","ABC News-The Washington Post",12,-2.26,-0.729999999999997
"2026",15019,19859,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","GQRR(GQ",126,2004-10-21,1000,"John Kerry","DEM",49,"George W. Bush","REP",47,NA,2,2004-11-02,48.26,50.73,-2.46,4.46,4.46,0,"","","GQR Research (GQRR)",12,0.740000000000002,-3.73
"2027",15166,20006,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","HrrsI&A",133,2004-10-21,820,"John Kerry","DEM",46,"George W. Bush","REP",48,NA,-2,2004-11-02,48.26,50.73,-2.46,0.46,0.46,1,"","","Harris Insights & Analytics",12,-2.26,-2.73
"2028",63810,117497,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","YouGov",391,2004-10-21,2535,"John Kerry","DEM",48,"George W. Bush","REP",47,NA,1,2004-11-02,48.26,50.73,-2.46,3.46,3.46,0,"","","YouGov",12,-0.259999999999998,-3.73
"2029",15754,20594,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2004-10-21,1200,"John Kerry","DEM",45,"George W. Bush","REP",47,NA,-2,2004-11-02,48.26,50.73,-2.46,0.46,0.46,1,"","","Zogby Interactive-JZ Analytics",12,-3.26,-3.73
"2030",4577,5915,760,"2004","2004_Pres-G_CO","CO","Pres-G","Pres-G","FM3Rsrc",91,2004-10-21,400,"John Kerry","DEM",48,"George W. Bush","REP",48,NA,0,2004-11-02,47.02,51.69,-4.67,4.67,4.67,0.5,"for unspecified Democratic spnosor","D","FM3 Research",12,0.979999999999997,-3.69
"2031",4574,5912,776,"2004","2004_Pres-G_ME","ME","Pres-G","Pres-G","ZIn-JZA",395,2004-10-21,402,"John Kerry","DEM",50,"George W. Bush","REP",39,NA,11,2004-11-02,53.57,44.58,9,2,2,1,"","","Zogby Interactive-JZ Analytics",12,-3.57,-5.58
"2032",4587,5925,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","Frnk&MC",106,2004-10-21,376,"John Kerry","DEM",51,"George W. Bush","REP",46,NA,5,2004-11-02,50.92,48.42,2.5,2.5,2.5,1,"","","Franklin & Marshall College",12,0.0799999999999983,-2.42
"2040",14795,20486,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2004-10-22,600,"John Kerry","DEM",48,"George W. Bush","REP",49,NA,-1,2004-11-02,48.26,50.73,-2.46,1.46,1.46,1,"sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll","","ABC News-The Washington Post",11,-0.259999999999998,-1.73
"2041",15321,20161,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","PrnSRAI",258,2004-10-22,600,"John Kerry","DEM",47,"George W. Bush","REP",48,NA,-1,2004-11-02,48.26,50.73,-2.46,1.46,1.46,1,"sample size unavailable; estimated at 600 as a default","","Princeton Survey Research Associates International",11,-1.26,-2.73
"2042",4567,5905,769,"2004","2004_Pres-G_IL","IL","Pres-G","Pres-G","Rsr2000",281,2004-10-22,800,"John Kerry","DEM",53,"George W. Bush","REP",41,NA,12,2004-11-02,54.82,44.48,10.34,1.66,1.66,1,"","","Research 2000",11,-1.82,-3.48
"2043",4619,5963,778,"2004","2004_Pres-G_MN","MN","Pres-G","Pres-G","St.ClSU",312,2004-10-22,508,"John Kerry","DEM",49,"George W. Bush","REP",42,NA,7,2004-11-02,51.09,47.61,3.48,3.52,3.52,1,"","","St. Cloud State University",11,-2.09,-5.61
"2046",14994,19820,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","Gallup",112,2004-10-23,600,"John Kerry","DEM",46,"George W. Bush","REP",51,NA,-5,2004-11-02,48.26,50.73,-2.46,2.54,-2.54,1,"sample size unavailable; estimated at 600 as a default","","Gallup",10,-2.26,0.270000000000003
"2047",15249,20089,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","LsAnglT",172,2004-10-23,881,"John Kerry","DEM",48,"George W. Bush","REP",49,NA,-1,2004-11-02,48.26,50.73,-2.46,1.46,1.46,1,"","","Los Angeles Times",10,-0.259999999999998,-1.73
"2048",4568,5906,760,"2004","2004_Pres-G_CO","CO","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,602,"John Kerry","DEM",49,"George W. Bush","REP",45,NA,4,2004-11-02,47.02,51.69,-4.67,8.67,8.67,0,"","","Zogby Interactive-JZ Analytics",10,1.98,-6.69
"2049",4565,5908,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","Gallup",112,2004-10-23,768,"John Kerry","DEM",43,"George W. Bush","REP",51,NA,-8,2004-11-02,47.09,52.1,-5.01,2.99,-2.99,1,"","","Gallup",10,-4.09,-1.1
"2050",4575,5913,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","RRp-POR",277,2004-10-23,567,"John Kerry","DEM",48,"George W. Bush","REP",48,NA,0,2004-11-02,47.09,52.1,-5.01,5.01,5.01,0.5,"","","Rasmussen Reports-Pulse Opinion Research",10,0.909999999999997,-4.1
"2051",4548,5886,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","StrVLLC",320,2004-10-23,801,"John Kerry","DEM",47.5,"George W. Bush","REP",49,NA,-1.5,2004-11-02,47.09,52.1,-5.01,3.51,3.51,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",10,0.409999999999997,-3.1
"2052",4549,5887,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","SrvyUSA",325,2004-10-23,749,"John Kerry","DEM",50,"George W. Bush","REP",48,NA,2,2004-11-02,47.09,52.1,-5.01,7.01,7.01,0,"","","SurveyUSA",10,2.91,-4.1
"2053",4558,5896,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",45,"George W. Bush","REP",47,NA,-2,2004-11-02,49.23,49.9,-0.67,1.33,-1.33,1,"","","Zogby Interactive-JZ Analytics",10,-4.23,-2.9
"2054",4547,5884,770,"2004","2004_Pres-G_IN","IN","Pres-G","Pres-G","Rsr2000",281,2004-10-23,600,"John Kerry","DEM",40,"George W. Bush","REP",56,NA,-16,2004-11-02,39.26,59.94,-20.68,4.68,4.68,1,"","","Research 2000",10,0.740000000000002,-3.94
"2055",4573,5911,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2004-10-23,600,"John Kerry","DEM",45,"George W. Bush","REP",44,NA,1,2004-11-02,51.23,47.81,3.42,2.42,-2.42,1,"","","Mitchell Research & Communications",10,-6.23,-3.81
"2056",4578,5916,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","RRp-POR",277,2004-10-23,561,"John Kerry","DEM",51,"George W. Bush","REP",46,NA,5,2004-11-02,51.23,47.81,3.42,1.58,1.58,1,"","","Rasmussen Reports-Pulse Opinion Research",10,-0.229999999999997,-1.81
"2057",4569,5907,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,601,"John Kerry","DEM",52,"George W. Bush","REP",42,NA,10,2004-11-02,51.23,47.81,3.42,6.58,6.58,1,"","","Zogby Interactive-JZ Analytics",10,0.770000000000003,-5.81
"2058",4557,5895,778,"2004","2004_Pres-G_MN","MN","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",46,"George W. Bush","REP",45,NA,1,2004-11-02,51.09,47.61,3.48,2.48,-2.48,1,"","","Zogby Interactive-JZ Analytics",10,-5.09,-2.61
"2059",4524,5859,779,"2004","2004_Pres-G_MO","MO","Pres-G","Pres-G","Rsr2000",281,2004-10-23,800,"John Kerry","DEM",45,"George W. Bush","REP",48,NA,-3,2004-11-02,46.1,53.3,-7.2,4.2,4.2,1,"","","Research 2000",10,-1.1,-5.3
"2060",4550,5888,782,"2004","2004_Pres-G_NC","NC","Pres-G","Pres-G","SrvyUSA",325,2004-10-23,694,"John Kerry","DEM",44,"George W. Bush","REP",54,NA,-10,2004-11-02,43.58,56.02,-12.43,2.43,2.43,1,"","","SurveyUSA",10,0.420000000000002,-2.02
"2061",4552,5904,786,"2004","2004_Pres-G_NJ","NJ","Pres-G","Pres-G","QnnpcUn",267,2004-10-23,852,"John Kerry","DEM",46,"George W. Bush","REP",46,NA,0,2004-11-02,52.92,46.23,6.68,6.68,-6.68,0.5,"","","Quinnipiac University",10,-6.92,-0.229999999999997
"2062",4504,5839,788,"2004","2004_Pres-G_NV","NV","Pres-G","Pres-G","RRp-POR",277,2004-10-23,500,"John Kerry","DEM",47,"George W. Bush","REP",49,NA,-2,2004-11-02,47.88,50.47,-2.59,0.59,0.59,1,"","","Rasmussen Reports-Pulse Opinion Research",10,-0.880000000000003,-1.47
"2063",4559,5897,788,"2004","2004_Pres-G_NV","NV","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",44,"George W. Bush","REP",48,NA,-4,2004-11-02,47.88,50.47,-2.59,1.41,-1.41,1,"","","Zogby Interactive-JZ Analytics",10,-3.88,-2.47
"2064",4576,5914,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","RRp-POR",277,2004-10-23,537,"John Kerry","DEM",46,"George W. Bush","REP",50,NA,-4,2004-11-02,48.71,50.81,-2.11,1.89,-1.89,1,"","","Rasmussen Reports-Pulse Opinion Research",10,-2.71,-0.810000000000002
"2065",4525,5872,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","StrVLLC",320,2004-10-23,801,"John Kerry","DEM",46,"George W. Bush","REP",47.5,NA,-1.5,2004-11-02,48.71,50.81,-2.11,0.61,0.61,1,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",10,-2.71,-3.31
"2066",4553,5891,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",42,"George W. Bush","REP",47,NA,-5,2004-11-02,48.71,50.81,-2.11,2.89,-2.89,1,"","","Zogby Interactive-JZ Analytics",10,-6.71,-3.81
"2067",4518,5853,791,"2004","2004_Pres-G_OK","OK","Pres-G","Pres-G","WPAI(WP",383,2004-10-23,500,"John Kerry","DEM",28,"George W. Bush","REP",61,NA,-33,2004-11-02,34.43,65.57,-31.14,1.86,-1.86,1,"","","WPA Intelligence (WPAi)",10,-6.43,-4.56999999999999
"2068",4560,5898,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",47,"George W. Bush","REP",45,NA,2,2004-11-02,50.92,48.42,2.5,0.5,-0.5,1,"","","Zogby Interactive-JZ Analytics",10,-3.92,-3.42
"2069",4543,5880,795,"2004","2004_Pres-G_SC","SC","Pres-G","Pres-G","SrvyUSA",325,2004-10-23,564,"John Kerry","DEM",39,"George W. Bush","REP",57,NA,-18,2004-11-02,40.9,57.98,-17.08,0.92,-0.92,1,"","","SurveyUSA",10,-1.9,-0.979999999999997
"2070",4554,5892,796,"2004","2004_Pres-G_SD","SD","Pres-G","Pres-G","McLgh&A",203,2004-10-23,400,"John Kerry","DEM",33,"George W. Bush","REP",55,NA,-22,2004-11-02,38.44,59.91,-21.47,0.53,-0.53,1,"for NRSC","R","McLaughlin & Associates",10,-5.44,-4.91
"2071",4572,5910,800,"2004","2004_Pres-G_VA","VA","Pres-G","Pres-G","RcTms-D",288,2004-10-23,751,"John Kerry","DEM",40,"George W. Bush","REP",49,NA,-9,2004-11-02,45.48,53.68,-8.2,0.8,-0.8,1,"","","Richmond Times-Dispatch",10,-5.48,-4.68
"2072",4531,5867,803,"2004","2004_Pres-G_WI","WI","Pres-G","Pres-G","StrVLLC",320,2004-10-23,801,"John Kerry","DEM",44.5,"George W. Bush","REP",49,NA,-4.5,2004-11-02,49.7,49.32,0.38,4.88,-4.88,0,"average of multiple versions or turnout models listed in poll","","Strategic Vision LLC",10,-5.2,-0.32
"2073",4563,5901,803,"2004","2004_Pres-G_WI","WI","Pres-G","Pres-G","ZIn-JZA",395,2004-10-23,600,"John Kerry","DEM",45,"George W. Bush","REP",48,NA,-3,2004-11-02,49.7,49.32,0.38,3.38,-3.38,0,"","","Zogby Interactive-JZ Analytics",10,-4.7,-1.32
"2089",15580,20420,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2004-10-24,1000,"John Kerry","DEM",42,"George W. Bush","REP",47,NA,-5,2004-11-02,48.26,50.73,-2.46,2.54,-2.54,1,"","","IBD-TIPP",9,-6.26,-3.73
"2090",15217,20057,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","SSRS",297,2004-10-24,741,"John Kerry","DEM",48,"George W. Bush","REP",49,NA,-1,2004-11-02,48.26,50.73,-2.46,1.46,1.46,1,"","","SSRS",9,-0.259999999999998,-1.73
"2091",15751,20591,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2004-10-24,1200,"John Kerry","DEM",46,"George W. Bush","REP",49,NA,-3,2004-11-02,48.26,50.73,-2.46,0.54,-0.54,1,"","","Zogby Interactive-JZ Analytics",9,-2.26,-1.73
"2092",4505,5840,757,"2004","2004_Pres-G_AR","AR","Pres-G","Pres-G","SrvyUSA",325,2004-10-24,649,"John Kerry","DEM",45,"George W. Bush","REP",51,NA,-6,2004-11-02,44.55,54.31,-9.76,3.76,3.76,1,"","","SurveyUSA",9,0.450000000000003,-3.31
"2093",4556,5894,759,"2004","2004_Pres-G_CA","CA","Pres-G","Pres-G","FRC.(FP",94,2004-10-24,1086,"John Kerry","DEM",49,"George W. Bush","REP",42,NA,7,2004-11-02,54.3,44.36,9.95,2.95,-2.95,1,"","","Field Research Corp. (Field Poll)",9,-5.3,-2.36
"2094",4512,5847,759,"2004","2004_Pres-G_CA","CA","Pres-G","Pres-G","SrvyUSA",325,2004-10-24,743,"John Kerry","DEM",53,"George W. Bush","REP",44,NA,9,2004-11-02,54.3,44.36,9.95,0.95,-0.95,1,"","","SurveyUSA",9,-1.3,-0.359999999999999
"2095",4502,5837,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","AmrcnRG",9,2004-10-24,600,"John Kerry","DEM",49,"George W. Bush","REP",46.5,NA,2.5,2004-11-02,47.09,52.1,-5.01,7.51,7.51,0,"average of multiple versions or turnout models listed in poll","","American Research Group",9,1.91,-5.6
"2096",4544,5881,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","LsAnglT",172,2004-10-24,510,"John Kerry","DEM",43,"George W. Bush","REP",51,NA,-8,2004-11-02,47.09,52.1,-5.01,2.99,-2.99,1,"","","Los Angeles Times",9,-4.09,-1.1
"2097",4516,5878,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","QnnpcUn",267,2004-10-24,944,"John Kerry","DEM",46,"George W. Bush","REP",49,NA,-3,2004-11-02,47.09,52.1,-5.01,2.01,2.01,1,"","","Quinnipiac University",9,-1.09,-3.1
"2098",4540,5883,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","Gallup",112,2004-10-24,649,"John Kerry","DEM",46,"George W. Bush","REP",50,NA,-4,2004-11-02,49.23,49.9,-0.67,3.33,-3.33,1,"","","Gallup",9,-3.23,0.100000000000001
"2099",4519,5854,771,"2004","2004_Pres-G_KS","KS","Pres-G","Pres-G","MRIInc.",186,2004-10-24,573,"John Kerry","DEM",30,"George W. Bush","REP",59,NA,-29,2004-11-02,36.62,62,-25.38,3.62,-3.62,1,"","","Market Research Institute Inc.",9,-6.62,-3
"2100",4529,5864,779,"2004","2004_Pres-G_MO","MO","Pres-G","Pres-G","MRIInc.",186,2004-10-24,553,"John Kerry","DEM",45,"George W. Bush","REP",49,NA,-4,2004-11-02,46.1,53.3,-7.2,3.2,3.2,1,"","","Market Research Institute Inc.",9,-1.1,-4.3
"2101",4513,5848,779,"2004","2004_Pres-G_MO","MO","Pres-G","Pres-G","SrvyUSA",325,2004-10-24,680,"John Kerry","DEM",45,"George W. Bush","REP",52,NA,-7,2004-11-02,46.1,53.3,-7.2,0.2,0.2,1,"","","SurveyUSA",9,-1.1,-1.3
"2102",4622,5966,786,"2004","2004_Pres-G_NJ","NJ","Pres-G","Pres-G","RRp-POR",277,2004-10-24,400,"John Kerry","DEM",53,"George W. Bush","REP",41,NA,12,2004-11-02,52.92,46.23,6.68,5.32,5.32,1,"","","Rasmussen Reports-Pulse Opinion Research",9,0.0799999999999983,-5.23
"2103",4503,5838,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","AmrcnRG",9,2004-10-24,600,"John Kerry","DEM",49,"George W. Bush","REP",47,NA,2,2004-11-02,48.71,50.81,-2.11,4.11,4.11,0,"","","American Research Group",9,0.289999999999999,-3.81
